scrape_date,departure_from,destination,travel_date,airline_name,duration,stoppage,ticket_price_BDT
2025-01-30,DAC,SIN,2025-02-07,IndiGo,9 hr 45 min,1 stop,48431
2025-01-30,DAC,SIN,2025-02-07,THAI,6 hr 40 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-07,Biman,4 hr 15 min,Nonstop,72615
2025-01-30,DAC,SIN,2025-02-08,Batik Air,8 hr,1 stop,45148
2025-01-30,DAC,SIN,2025-02-08,IndiGo,9 hr 45 min,1 stop,46207
2025-01-30,DAC,SIN,2025-02-08,THAI,6 hr 40 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-09,IndiGo,13 hr 5 min,1 stop,45661
2025-01-30,DAC,SIN,2025-02-09,Biman,4 hr 15 min,Nonstop,61217
2025-01-30,DAC,SIN,2025-02-09,THAI,6 hr 40 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-10,IndiGo,9 hr 45 min,1 stop,51619
2025-01-30,DAC,SIN,2025-02-10,THAI,10 hr 50 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-10,Biman,4 hr 15 min,Nonstop,65176
2025-01-30,DAC,SIN,2025-02-11,IndiGo,13 hr 5 min,1 stop,45775
2025-01-30,DAC,SIN,2025-02-11,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-11,Biman,4 hr 15 min,Nonstop,63616
2025-01-30,DAC,SIN,2025-02-12,IndiGo,9 hr 45 min,1 stop,44645
2025-01-30,DAC,SIN,2025-02-12,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-12,Biman,4 hr 15 min,Nonstop,66976
2025-01-30,DAC,SIN,2025-02-13,IndiGo,9 hr 45 min,1 stop,47597
2025-01-30,DAC,SIN,2025-02-13,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-13,Biman,4 hr 15 min,Nonstop,65176
2025-01-30,DAC,SIN,2025-02-14,IndiGo,9 hr 45 min,1 stop,45940
2025-01-30,DAC,SIN,2025-02-14,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-14,Biman,4 hr 15 min,Nonstop,61817
2025-01-30,DAC,SIN,2025-02-15,IndiGo,13 hr 5 min,1 stop,36764
2025-01-30,DAC,SIN,2025-02-15,IndiGo,9 hr 45 min,1 stop,43950
2025-01-30,DAC,SIN,2025-02-15,THAI,10 hr 50 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-15,Biman,4 hr 15 min,Nonstop,65176
2025-01-30,DAC,SIN,2025-02-16,IndiGo,13 hr 5 min,1 stop,42791
2025-01-30,DAC,SIN,2025-02-16,IndiGo,9 hr 45 min,1 stop,50916
2025-01-30,DAC,SIN,2025-02-16,THAI,6 hr 40 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-17,IndiGo,13 hr 5 min,1 stop,38588
2025-01-30,DAC,SIN,2025-02-17,IndiGo,9 hr 45 min,1 stop,44901
2025-01-30,DAC,SIN,2025-02-17,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-17,Biman,4 hr 15 min,Nonstop,65176
2025-01-30,DAC,SIN,2025-02-18,IndiGo,17 hr 55 min,1 stop,41114
2025-01-30,DAC,SIN,2025-02-18,IndiGo,13 hr 5 min,1 stop,41491
2025-01-30,DAC,SIN,2025-02-18,IndiGo,9 hr 45 min,1 stop,46875
2025-01-30,DAC,SIN,2025-02-18,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-18,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-02-19,IndiGo,17 hr 55 min,1 stop,37362
2025-01-30,DAC,SIN,2025-02-19,IndiGo,13 hr 5 min,1 stop,39261
2025-01-30,DAC,SIN,2025-02-19,IndiGo,9 hr 45 min,1 stop,40197
2025-01-30,DAC,SIN,2025-02-19,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-19,Biman,4 hr 15 min,Nonstop,61817
2025-01-30,DAC,SIN,2025-02-20,IndiGo,17 hr 55 min,1 stop,38057
2025-01-30,DAC,SIN,2025-02-20,IndiGo,13 hr 5 min,1 stop,39261
2025-01-30,DAC,SIN,2025-02-20,IndiGo,9 hr 45 min,1 stop,40892
2025-01-30,DAC,SIN,2025-02-20,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-02-20,THAI,7 hr 15 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-21,IndiGo,17 hr 55 min,1 stop,40614
2025-01-30,DAC,SIN,2025-02-21,IndiGo,9 hr 45 min,1 stop,42816
2025-01-30,DAC,SIN,2025-02-21,THAI,10 hr 50 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-21,Biman,4 hr 15 min,Nonstop,65176
2025-01-30,DAC,SIN,2025-02-22,IndiGo,17 hr 55 min,1 stop,38439
2025-01-30,DAC,SIN,2025-02-22,IndiGo,13 hr 5 min,1 stop,38588
2025-01-30,DAC,SIN,2025-02-22,IndiGo,9 hr 45 min,1 stop,39502
2025-01-30,DAC,SIN,2025-02-22,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-22,Biman,4 hr 15 min,Nonstop,61817
2025-01-30,DAC,SIN,2025-02-23,IndiGo,13 hr 5 min,1 stop,36000
2025-01-30,DAC,SIN,2025-02-23,IndiGo,9 hr 45 min,1 stop,44645
2025-01-30,DAC,SIN,2025-02-23,THAI,6 hr 40 min,1 stop,61933
2025-01-30,DAC,SIN,2025-02-23,Biman,4 hr 15 min,Nonstop,63616
2025-01-30,DAC,SIN,2025-02-24,IndiGo,17 hr 55 min,1 stop,37779
2025-01-30,DAC,SIN,2025-02-24,IndiGo,13 hr 5 min,1 stop,39700
2025-01-30,DAC,SIN,2025-02-24,IndiGo,9 hr 45 min,1 stop,40614
2025-01-30,DAC,SIN,2025-02-24,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-24,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-02-25,IndiGo,13 hr 5 min,1 stop,38571
2025-01-30,DAC,SIN,2025-02-25,IndiGo,9 hr 45 min,1 stop,39551
2025-01-30,DAC,SIN,2025-02-25,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-02-26,IndiGo,13 hr 5 min,1 stop,35305
2025-01-30,DAC,SIN,2025-02-26,IndiGo,9 hr 45 min,1 stop,38189
2025-01-30,DAC,SIN,2025-02-26,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-02-27,IndiGo,13 hr 5 min,1 stop,35305
2025-01-30,DAC,SIN,2025-02-27,IndiGo,9 hr 45 min,1 stop,38189
2025-01-30,DAC,SIN,2025-02-27,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-27,Biman,4 hr 15 min,Nonstop,61817
2025-01-30,DAC,SIN,2025-02-28,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-02-28,IndiGo,9 hr 45 min,1 stop,39502
2025-01-30,DAC,SIN,2025-02-28,IndiGo,13 hr 5 min,1 stop,41031
2025-01-30,DAC,SIN,2025-02-28,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-02-28,Biman,4 hr 15 min,Nonstop,61817
2025-01-30,DAC,SIN,2025-03-01,IndiGo,17 hr 55 min,1 stop,37494
2025-01-30,DAC,SIN,2025-03-01,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-01,IndiGo,9 hr 45 min,1 stop,39502
2025-01-30,DAC,SIN,2025-03-01,THAI,6 hr 40 min,1 stop,56231
2025-01-30,DAC,SIN,2025-03-01,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-02,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-02,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-02,IndiGo,9 hr 45 min,1 stop,41185
2025-01-30,DAC,SIN,2025-03-03,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-03,IndiGo,13 hr 5 min,1 stop,37331
2025-01-30,DAC,SIN,2025-03-03,IndiGo,9 hr 45 min,1 stop,39502
2025-01-30,DAC,SIN,2025-03-03,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-03,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-04,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-04,IndiGo,13 hr 5 min,1 stop,37261
2025-01-30,DAC,SIN,2025-03-04,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-04,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-05,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-05,IndiGo,13 hr 5 min,1 stop,37261
2025-01-30,DAC,SIN,2025-03-05,IndiGo,9 hr 45 min,1 stop,37494
2025-01-30,DAC,SIN,2025-03-05,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-06,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-06,IndiGo,13 hr 5 min,1 stop,37261
2025-01-30,DAC,SIN,2025-03-06,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-06,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-07,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-07,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-07,THAI,7 hr 15 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-07,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-08,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-08,IndiGo,13 hr 5 min,1 stop,37261
2025-01-30,DAC,SIN,2025-03-08,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-08,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-09,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-09,IndiGo,13 hr 5 min,1 stop,37261
2025-01-30,DAC,SIN,2025-03-09,IndiGo,9 hr 45 min,1 stop,39502
2025-01-30,DAC,SIN,2025-03-09,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-10,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-10,IndiGo,13 hr 5 min,1 stop,37261
2025-01-30,DAC,SIN,2025-03-10,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-11,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-11,IndiGo,13 hr 5 min,1 stop,37261
2025-01-30,DAC,SIN,2025-03-11,Singapore Airlines,4 hr 5 min,Nonstop,56563
2025-01-30,DAC,SIN,2025-03-11,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-12,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-12,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-12,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-13,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-13,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-13,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-13,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-14,IndiGo,9 hr 45 min,1 stop,37494
2025-01-30,DAC,SIN,2025-03-14,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-14,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-15,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-15,IndiGo,9 hr 45 min,1 stop,38439
2025-01-30,DAC,SIN,2025-03-15,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-16,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-16,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-16,IndiGo,9 hr 45 min,1 stop,39502
2025-01-30,DAC,SIN,2025-03-16,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-17,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-17,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-17,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-18,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-18,IndiGo,9 hr 45 min,1 stop,37494
2025-01-30,DAC,SIN,2025-03-18,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-18,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-18,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-19,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-19,IndiGo,9 hr 45 min,1 stop,37494
2025-01-30,DAC,SIN,2025-03-19,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-19,THAI,7 hr 15 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-19,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-20,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-20,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-20,THAI,7 hr 15 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-20,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-21,IndiGo,17 hr 55 min,1 stop,37494
2025-01-30,DAC,SIN,2025-03-21,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-21,IndiGo,9 hr 45 min,1 stop,38439
2025-01-30,DAC,SIN,2025-03-21,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-22,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-22,IndiGo,9 hr 45 min,1 stop,40542
2025-01-30,DAC,SIN,2025-03-22,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-23,IndiGo,17 hr 55 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-23,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-23,IndiGo,9 hr 45 min,1 stop,39502
2025-01-30,DAC,SIN,2025-03-23,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-24,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-24,IndiGo,9 hr 45 min,1 stop,41185
2025-01-30,DAC,SIN,2025-03-24,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-25,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-25,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-25,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-26,IndiGo,9 hr 45 min,1 stop,37362
2025-01-30,DAC,SIN,2025-03-26,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-26,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-26,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-27,IndiGo,9 hr 45 min,1 stop,36667
2025-01-30,DAC,SIN,2025-03-27,IndiGo,13 hr 5 min,1 stop,37737
2025-01-30,DAC,SIN,2025-03-27,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-27,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-27,Singapore Airlines,4 hr 5 min,Nonstop,64242
2025-01-30,DAC,SIN,2025-03-28,IndiGo,9 hr 45 min,1 stop,38897
2025-01-30,DAC,SIN,2025-03-28,IndiGo,13 hr 5 min,1 stop,39967
2025-01-30,DAC,SIN,2025-03-28,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-28,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-03-29,IndiGo,9 hr 45 min,1 stop,38897
2025-01-30,DAC,SIN,2025-03-29,THAI,6 hr 40 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-29,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-30,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-03-30,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-31,China Southern,11 hr 15 min,1 stop,53942
2025-01-30,DAC,SIN,2025-03-31,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-03-31,Malaysia Airlines,6 hr 10 min,1 stop,60514
2025-01-30,DAC,SIN,2025-03-31,THAI,6 hr 30 min,1 stop,61933
2025-01-30,DAC,SIN,2025-04-01,China Southern,11 hr 15 min,1 stop,53942
2025-01-30,DAC,SIN,2025-04-01,Malaysia Airlines,6 hr 10 min,1 stop,60514
2025-01-30,DAC,SIN,2025-04-01,Biman,4 hr 15 min,Nonstop,61817
2025-01-30,DAC,SIN,2025-04-01,THAI,6 hr 30 min,1 stop,61933
2025-01-30,DAC,SIN,2025-04-02,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-02,Singapore Airlines,4 hr,Nonstop,64242
2025-01-30,DAC,SIN,2025-04-03,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-03,Malaysia Airlines,6 hr 10 min,1 stop,60514
2025-01-30,DAC,SIN,2025-04-03,THAI,6 hr 30 min,1 stop,61933
2025-01-30,DAC,SIN,2025-04-04,China Southern,11 hr 15 min,1 stop,53942
2025-01-30,DAC,SIN,2025-04-04,Biman,4 hr 15 min,Nonstop,59442
2025-01-30,DAC,SIN,2025-04-04,THAI,6 hr 30 min,1 stop,61960
2025-01-30,DAC,SIN,2025-04-04,Malaysia Airlines,6 hr 10 min,1 stop,62346
2025-01-30,DAC,SIN,2025-04-05,China Southern,11 hr 15 min,1 stop,53942
2025-01-30,DAC,SIN,2025-04-05,Biman,4 hr 15 min,Nonstop,59442
2025-01-30,DAC,SIN,2025-04-05,THAI,6 hr 30 min,1 stop,61960
2025-01-30,DAC,SIN,2025-04-05,Malaysia Airlines,6 hr 10 min,1 stop,62346
2025-01-30,DAC,SIN,2025-04-06,China Southern,11 hr 15 min,1 stop,53942
2025-01-30,DAC,SIN,2025-04-06,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-06,THAI,6 hr 30 min,1 stop,61933
2025-01-30,DAC,SIN,2025-04-06,Malaysia Airlines,6 hr 10 min,1 stop,62313
2025-01-30,DAC,SIN,2025-04-07,THAI,9 hr 45 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-07,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-08,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-08,THAI,6 hr 55 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-08,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-08,Malaysia Airlines,6 hr 10 min,1 stop,62313
2025-01-30,DAC,SIN,2025-04-09,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-09,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-09,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-10,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-10,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-10,Singapore Airlines,4 hr,Nonstop,61722
2025-01-30,DAC,SIN,2025-04-11,THAI,9 hr 45 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-11,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-11,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-12,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-12,Singapore Airlines,4 hr,Nonstop,61722
2025-01-30,DAC,SIN,2025-04-13,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-13,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-14,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-14,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-15,THAI,6 hr 55 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-15,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-15,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-16,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-16,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-17,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-17,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-17,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-18,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-18,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-18,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-19,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-19,Singapore Airlines,4 hr,Nonstop,61722
2025-01-30,DAC,SIN,2025-04-20,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-20,Malaysia Airlines,9 hr 55 min,1 stop,60514
2025-01-30,DAC,SIN,2025-04-20,Singapore Airlines,4 hr,Nonstop,61722
2025-01-30,DAC,SIN,2025-04-20,THAI,6 hr 30 min,1 stop,61933
2025-01-30,DAC,SIN,2025-04-21,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-21,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-22,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-22,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-22,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-23,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-23,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-24,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-24,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-24,Biman,4 hr 15 min,Nonstop,59417
2025-01-30,DAC,SIN,2025-04-25,THAI,9 hr 45 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-25,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-26,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-26,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-27,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-27,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-27,Singapore Airlines,4 hr,Nonstop,61722
2025-01-30,DAC,SIN,2025-04-28,Singapore Airlines,4 hr,Nonstop,56563
2025-01-30,DAC,SIN,2025-04-28,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-29,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-29,Biman,4 hr 15 min,Nonstop,57617
2025-01-30,DAC,SIN,2025-04-29,Singapore Airlines,4 hr,Nonstop,61722
2025-01-30,DAC,SIN,2025-04-30,THAI,6 hr 30 min,1 stop,55574
2025-01-30,DAC,SIN,2025-04-30,Biman,4 hr 15 min,Nonstop,59417
